,imdbID,Title
16737,tt0092831,Dark Tower
16738,tt0092834,Date with an Angel
16739,tt0092842,Dead of Winter
16740,tt0092843,The Dead
16741,tt0092847,Deadly Illusion
16742,tt0092848,Deadly Prey
16743,tt0092850,Deadtime Stories
16744,tt0092851,Dear America: Letters Home from Vietnam
16745,tt0092854,Death Before Dishonor
16746,tt0092855,Shaolin Prince
16747,tt0092857,Death Wish 4: The Crackdown
16748,tt0092860,Deathstalker II
16749,tt0092863,Deep Space
16750,tt0092865,Phantom of Death
16751,tt0092879,Ten Little Indians
16752,tt0092890,Dirty Dancing
16753,tt0092891,The Dirty Dozen: The Deadly Mission
16754,tt0092897,Disorderlies
16755,tt0092904,Dogs in Space
16756,tt0092905,The Long Farewell
16757,tt0092906,Dolls
16758,tt0092922,Down Twisted
16759,tt0092925,Dragnet
16760,tt0092929,Drowning by Numbers
16761,tt0092930,Drug
16762,tt0092933,Dudes
16763,tt0092934,Duet for One
16764,tt0092944,Eat the Rich
16765,tt0092948,Eddie Murphy: Raw
16766,tt0092954,Young Love: Lemon Popsicle 7
16767,tt0092962,Emmanuelle 5
16768,tt0092963,The Emperor's Naked Army Marches On
16769,tt0092965,Empire of the Sun
16770,tt0092967,End of the Line
16771,tt0092972,Epidemic
16772,tt0092974,Ernest Goes to Camp
16773,tt0092978,Escape from Sobibor
16774,tt0092983,La estanquera de Vallecas
16775,tt0092991,Evil Dead II
16776,tt0092995,What Every Frenchwoman Wants
16777,tt0092997,Extreme Prejudice
16778,tt0093004,The Family
16779,tt0093006,Family Viewing
16780,tt0093010,Fatal Attraction
16781,tt0093011,Fatal Beauty
16782,tt0093015,Dragons Forever
16783,tt0093029,Five Corners
16784,tt0093036,Flowers in the Attic
16785,tt0093039,Ford: The Man and the Machine
16786,tt0093040,Forest of Bliss
16787,tt0093043,Delirium
16788,tt0093044,The Fourth Protocol
16789,tt0093046,Foxfire
16790,tt0093051,From the Hip
16791,tt0093056,The Romancing Star
16792,tt0093058,Full Metal Jacket
16793,tt0093066,G.I. Joe: The Movie
16794,tt0093067,Gaby: A True Story
16795,tt0093072,The Garbage Pail Kids Movie
16796,tt0093073,Gardens of Stone
16797,tt0093075,The Gate
16798,tt0093076,A Gathering of Old Men
16799,tt0093077,Gde nakhoditsya Nofelet?
16800,tt0093088,Ghost Fever
16801,tt0093090,Ghosthouse
16802,tt0093091,Ghoulies II
16803,tt0093092,Julia and Julia
16804,tt0093093,The Glass Menagerie
16805,tt0093103,The Good Father
16806,tt0093104,Good Morning Babylon
16807,tt0093105,"Good Morning, Vietnam"
16808,tt0093113,Django Strikes Again
16809,tt0093115,Graveyard Shift
16810,tt0093116,The Great Land of Small
16811,tt0093120,Ground Zero
16812,tt0093132,Hachi-ko
16813,tt0093133,King of the Children
16814,tt0093135,Hack-O-Lantern
16815,tt0093137,Hamburger Hill
16816,tt0093139,Hamlet Goes Business
16817,tt0093142,Hangmen
16818,tt0093143,The Hanoi Hilton
16819,tt0093144,Hansel and Gretel
16820,tt0093145,Happy New Year
16821,tt0093146,Hard Ticket to Hawaii
16822,tt0093148,Harry and the Hendersons
16823,tt0093151,Hasenherz
16824,tt0093159,A Hazard of Hearts
16825,tt0093160,He's My Girl
16826,tt0093164,Heat
16827,tt0093166,Heaven
16828,tt0093169,Hector
16829,tt0093170,Men Behind the Sun
16830,tt0093171,Hell Comes to Frogtown
16831,tt0093175,Hello Again
16832,tt0093176,Prom Night II
16833,tt0093177,Hellraiser
16834,tt0093178,Helsinki-Naples All Night Long
16835,tt0093185,The Hidden
16836,tt0093186,Hiding Out
16837,tt0093188,Higher Education
16838,tt0093191,Wings of Desire
16839,tt0093194,Hip Hip Hurrah!
16840,tt0093196,Hitting Home
16841,tt0093199,A Hungarian Fairy Tale
16842,tt0093200,Hollywood Shuffle
16843,tt0093201,Ghost Chase
16844,tt0093206,Red Sorghum
16845,tt0093207,Wings of Honneamise
16846,tt0093209,Hope and Glory
16847,tt0093215,Hot Pursuit
16848,tt0093217,Hotel Colonial
16849,tt0093220,House II: The Second Story
16850,tt0093223,House of Games
16851,tt0093225,Housekeeping
16852,tt0093227,Howling III
16853,tt0093229,"Yes, Madam!"
16854,tt0093231,Hunk
16855,tt0093232,Hunter's Blood
16856,tt0093235,Alpine Fire
16857,tt0093238,I Was a Teenage Zombie
16858,tt0093239,I've Heard the Mermaids Singing
16859,tt0093240,Me and Him
16860,tt0093248,The Impossible Spy
16861,tt0093255,The Inquiry
16862,tt0093258,Rouge
16863,tt0093260,Innerspace
16864,tt0093261,Les innocents
16865,tt0093267,Intervista
16866,tt0093274,Io e mia sorella
16867,tt0093276,Iron Warrior
16868,tt0093277,Ironweed
16869,tt0093278,Ishtar
16870,tt0093286,It's Alive III: Island of the Alive
16871,tt0093290,"Farewell, Mr. President"
16872,tt0093300,Jaws: The Revenge
16873,tt0093312,Jimi Plays Monterey
16874,tt0093315,Jocks
16875,tt0093339,"Kenny Rogers as The Gambler, Part III: The Legend Continues"
16876,tt0093342,Where Is the Friend's House?
16877,tt0093349,King Lear
16878,tt0093378,La Bamba
16879,tt0093383,Beyond the Law
16880,tt0093389,The Last Emperor
16881,tt0093393,The Last of England
16882,tt0093399,Legend of the Forest
16883,tt0093402,Leif
16884,tt0093405,Leonard Part 6
16885,tt0093406,Les Patterson Saves the World
16886,tt0093407,Less Than Zero
16887,tt0093409,Lethal Weapon
16888,tt0093412,Law of Desire
16889,tt0093415,Light of Day
16890,tt0093418,Like Father Like Son
16891,tt0093419,Lilac Ball
16892,tt0093420,Lily C.A.T.
16893,tt0093424,Lionheart
16894,tt0093426,An Autumn's Tale
16895,tt0093428,The Living Daylights
16896,tt0093431,The Lonely Passion of Judith Hearne
16897,tt0093435,City on Fire
16898,tt0093437,The Lost Boys
16899,tt0093452,Lunch Meat
16900,tt0093460,Een maand later
16901,tt0093465,Mad Ron's Prevues from Hell
16902,tt0093466,Made in Argentina
16903,tt0093467,Made in Heaven
16904,tt0093468,Madhouse
16905,tt0093476,Maid to Order
16906,tt0093477,Making Mr. Right
16907,tt0093481,Malady of Love
16908,tt0093483,Malone
16909,tt0093488,The Man Who Planted Trees
16910,tt0093489,Man on Fire
16911,tt0093491,Mankillers
16912,tt0093502,A Taxing Woman
16913,tt0093505,Masques
16914,tt0093507,Masters of the Universe
16915,tt0093509,Matewan
16916,tt0093512,Maurice
16917,tt0093516,Meatballs III: Summer Job
16918,tt0093524,More About the Children of Noisy Village
16919,tt0093525,Mercenary Fighters
16920,tt0093533,Miami Golem
16921,tt0093539,Million Dollar Mystery
16922,tt0093543,Mio in the Land of Faraway
16923,tt0093546,The Misfit Brigade
16924,tt0093550,Mission Kill
16925,tt0093560,The Monster Squad
16926,tt0093562,A Month in the Country
16927,tt0093565,Moonstruck
16928,tt0093567,Morgan Stewart's Coming Home
16929,tt0093571,Farewell Moscow
16930,tt0093578,Mr. India
16931,tt0093582,Munchies
16932,tt0093586,Mutant Hunt
16933,tt0093589,My Demon Lover
16934,tt0093593,On the Silver Globe
16935,tt0093596,Nadine
16936,tt0093603,Nayakan
16937,tt0093605,Near Dark
16938,tt0093607,An Uncertain Season
16939,tt0093608,Nekromantik
16940,tt0093611,The New Adventures of Oliver
16941,tt0093615,Ngati
16942,tt0093616,Nice Coloured Girls
16943,tt0093617,Nice Girls Don't Explode
16944,tt0093624,Night of the Demons
16945,tt0093628,Nightmare Sisters
16946,tt0093629,A Nightmare on Elm Street 3: Dream Warriors
16947,tt0093633,Daughter of the Nile
16948,tt0093645,Noi uomini duri
16949,tt0093648,North Shore
16950,tt0093649,Not Quite Human
16951,tt0093650,"Summer Night with Greek Profile, Almond Eyes and Scent of Basil"
16952,tt0093658,Number One with a Bullet
16953,tt0093660,Nuts
16954,tt0093664,Dark Eyes
16955,tt0093665,Odinokaya zhenshchina zhelayet poznakomitsya
16956,tt0093668,Pathfinder
16957,tt0093677,Opera
16958,tt0093690,Outrageous Fortune
16959,tt0093692,Over the Top
16960,tt0093693,Overboard
16961,tt0093696,Pack of Lies
16962,tt0093713,Pelle the Conqueror
16963,tt0093720,A Tale from the Past
16964,tt0093722,Perry Mason: The Case of the Lost Love
16965,tt0093723,Perry Mason: The Case of the Murdered Madam
16966,tt0093724,Perry Mason: The Case of the Scandalous Scoundrel
16967,tt0093725,Perry Mason: The Case of the Sinister Spirit
16968,tt0093727,Personal Services
16969,tt0093731,Phoenix the Warrior
16970,tt0093737,The Pick-up Artist
16971,tt0093743,Pinocchio and the Emperor of the Night
16972,tt0093744,The New Adventures of Pippi Longstocking
16973,tt0093748,"Planes, Trains & Automobiles"
16974,tt0093754,Repentance
16975,tt0093755,Poker Alice
16976,tt0093756,Police Academy 4: Citizens on Patrol
16977,tt0093763,Positive I.D.
16978,tt0093765,Les possédés
16979,tt0093771,A Prayer for the Dying
16980,tt0093773,Predator
16981,tt0093776,Prick Up Your Ears
16982,tt0093777,Prince of Darkness
16983,tt0093778,The Princess Academy
16984,tt0093779,The Princess Bride
16985,tt0093780,The Principal
16986,tt0093791,Morning Patrol
16987,tt0093793,Project X
16988,tt0093798,Przyjaciel wesolego diabla
16989,tt0093811,The Quick and the Dead
16990,tt0093817,Radio Bikini
16991,tt0093818,Radio Days
16992,tt0093820,Rage of Honor
16993,tt0093821,Rage to Kill
16994,tt0093822,Raising Arizona
16995,tt0093828,Real Men
16996,tt0093830,Rebel High
16997,tt0093831,Red Riding Hood
16998,tt0093832,Red's Dream
16999,tt0093833,Redneck Zombies
17000,tt0093840,Rowing with the Wind
17001,tt0093843,Remote Control
17002,tt0093847,Never Travel on a One Way Ticket
17003,tt0093854,Return to Horror High
17004,tt0093855,A Return to Salem's Lot
17005,tt0093857,Revenge of the Nerds II: Nerds in Paradise
17006,tt0093864,Rimini Rimini
17007,tt0093868,Road
17008,tt0093869,Roba da ricchi
17009,tt0093870,RoboCop
17010,tt0093871,Robot Carnival
17011,tt0093872,Robot Holocaust
17012,tt0093873,Rock 'n' Roll Nightmare
17013,tt0093881,The Rosary Murders
17014,tt0093886,Roxanne
17015,tt0093891,Rumpelstiltskin
17016,tt0093894,The Running Man
17017,tt0093898,Russkies
17018,tt0093910,Sakura Killers
17019,tt0093913,Sammy and Rosie Get Laid
17020,tt0093935,The Secret Garden
17021,tt0093936,The Secret of My Success
17022,tt0093940,September
17023,tt0093951,Shake!: Otis at Monterey
17024,tt0093961,The Short & Curlies
17025,tt0093964,Shy People
17026,tt0093966,The Sicilian
17027,tt0093969,Siesta
17028,tt0093970,Sign 'o' the Times
17029,tt0093974,"Silent Night, Deadly Night Part 2"
17030,tt0093978,A Chinese Ghost Story
17031,tt0093980,"Sister, Sister"
17032,tt0093983,Skeleton Coast
17033,tt0093986,Slam Dance
17034,tt0093990,Slaughterhouse
17035,tt0093991,Slave Girls from Beyond Infinity
17036,tt0093995,Slugs
17037,tt0093996,Slumber Party Massacre II
17038,tt0093999,Snow White
17039,tt0094002,Keep Your Right Up
17040,tt0094006,Some Kind of Wonderful
17041,tt0094007,Someone to Love
17042,tt0094008,Someone to Watch Over Me
17043,tt0094010,Below Zero
17044,tt0094011,Under the Sun of Satan
17045,tt0094012,Spaceballs
17046,tt0094015,Specters
17047,tt0094020,Square Dance
17048,tt0094021,The Squeeze
17049,tt0094025,Stakeout
17050,tt0094027,Stand and Deliver
17051,tt0094033,Steel Dawn
17052,tt0094034,Steele Justice
17053,tt0094035,The Stepfather
17054,tt0094037,Stewardess School
17055,tt0094048,Straight to Hell
17056,tt0094050,Stranded
17057,tt0094056,Street Smart
17058,tt0094057,Street Trash
17059,tt0094059,Strike Commando
17060,tt0094060,Striker
17061,tt0094062,Student Confidential
17062,tt0094063,Student Exchange
17063,tt0094068,"Suffer, You Prick"
17064,tt0094070,Summer Camp Nightmare
17065,tt0094072,Summer School
17066,tt0094074,Superman IV: The Quest for Peace
17067,tt0094075,Superstar: The Karen Carpenter Story
17068,tt0094076,The South
17069,tt0094077,Surf Nazis Must Die
17070,tt0094082,Suspect
17071,tt0094087,Sweet Revenge
17072,tt0094089,Swimming to Cambodia
17073,tt0094094,Season of Monsters
17074,tt0094097,The Thrushes Are Still Singing
17075,tt0094103,Talking Walls
17076,tt0094105,Tandem
17077,tt0094118,Teen Wolf Too
17078,tt0094131,They Still Call Me Bruce
17079,tt0094134,Three Bewildered People in the Night
17080,tt0094137,Three Men and a Baby
17081,tt0094138,Three O'Clock High
17082,tt0094142,Throw Momma from the Train
17083,tt0094144,Thunder III
17084,tt0094152,The Time Guardian
17085,tt0094153,Time of the Apes
17086,tt0094155,Tin Men
17087,tt0094159,Der Tod des Empedokles oder: Wenn dann der Erde Grün von neuem Euch erglänzt
17088,tt0094167,"Eleven Days, Eleven Nights, Part 2"
17089,tt0094169,Tough Guys Don't Dance
17090,tt0094226,The Untouchables
17091,tt0094229,Wedding in Galilee
17092,tt0094233,Uuno Turhapuro - kaksoisagentti
17093,tt0094237,Valet Girls
17094,tt0094238,Valhalla
17095,tt0094242,Reflections
17096,tt0094262,Video Violence
17097,tt0094265,Life Is Rosy
17098,tt0094284,Death Blow: A Cry for Justice
17099,tt0094288,Walk Like a Man
17100,tt0094291,Wall Street
17101,tt0094293,Wanted: Dead or Alive
17102,tt0094304,Weeds
17103,tt0094315,The Whales of August
17104,tt0094317,White Mischief
17105,tt0094318,White Water Summer
17106,tt0094320,White of the Eye
17107,tt0094321,Who's That Girl
17108,tt0094325,Wild Thing
17109,tt0094331,Wish You Were Here
17110,tt0094332,The Witches of Eastwick
17111,tt0094333,The Witching of Ben Wagner
17112,tt0094336,Withnail & I
17113,tt0094347,The Year My Voice Broke
17114,tt0094349,Brightness
17115,tt0094351,Just Heroes
17116,tt0094357,A Better Tomorrow II
17117,tt0094369,Zavtra byla voyna
17118,tt0094371,Mirror for a Hero
17119,tt0094374,Above the Law
17120,tt0094375,Dynamite Fighters
17121,tt0094383,Zombie High
17122,tt0094384,Zombie vs. Ninja
17123,tt0094405,L'été en pente douce
17124,tt0094407,Ödipussi
17125,tt0094471,A Time of Indifference
17126,tt0094588,Gatorbait II: Cajun Justice
17127,tt0094590,Depeche Mode: 101
17128,tt0094592,14 Going on 30
17129,tt0094593,18 Again!
17130,tt0094594,1969
17131,tt0094596,36 fillette
17132,tt0094597,976-EVIL
17133,tt0094602,Above the Law
17134,tt0094606,The Accidental Tourist
17135,tt0094608,The Accused
17136,tt0094612,Action Jackson
17137,tt0094620,After Death
17138,tt0094621,Agni Natchathiram
17139,tt0094625,Akira
17140,tt0094631,Alien Nation
17141,tt0094637,Aloha Summer
17142,tt0094641,"Amanece, que no es poco"
17143,tt0094642,American Gothic
17144,tt0094644,American Roulette
17145,tt0094651,Amsterdamned
17146,tt0094663,Another Woman
17147,tt0094667,Apartment Zero
17148,tt0094668,Appleseed
17149,tt0094669,Appointment with Death
17150,tt0094670,The Appointments of Dennis Jennings
17151,tt0094673,April Morning
17152,tt0094675,Ariel
17153,tt0094678,Arthur 2: On the Rocks
17154,tt0094681,Ashik Kerib
17155,tt0094683,Assa
17156,tt0094695,The Eighth Happiness
17157,tt0094701,Bad Dreams
17158,tt0094705,Going Down in Morocco
17159,tt0094709,The Gang of Four
17160,tt0094712,Bat*21
17161,tt0094713,Baxter
17162,tt0094714,Beach Balls
17163,tt0094715,Beaches
17164,tt0094716,The Beast of War
17165,tt0094721,Beetlejuice
17166,tt0094730,The Visitors
17167,tt0094731,Betrayed
17168,tt0094737,Big
17169,tt0094739,Big Business
17170,tt0094743,Big Time
17171,tt0094744,Big Top Pee-wee
17172,tt0094745,Bilder der Welt und Inschrift des Krieges
17173,tt0094746,Biloxi Blues
17174,tt0094747,Bird
17175,tt0094750,Black Eagle
17176,tt0094752,Black Roses
17177,tt0094754,Blackadder's Christmas Carol
17178,tt0094761,The Blob
17179,tt0094764,The Blood of Heroes
17180,tt0094765,Bloodstone
17181,tt0094770,Blueberry Hill
17182,tt0094773,La boca del lobo
17183,tt0094774,Secret Wedding
17184,tt0094783,The Boost
17185,tt0094785,Born to Race
17186,tt0094786,Taste of Life
17187,tt0094790,Boundaries of the Heart
17188,tt0094792,Braddock: Missing in Action III
17189,tt0094793,Brain Damage
17190,tt0094794,The Brain
17191,tt0094799,"Bright Lights, Big City"
17192,tt0094812,Bull Durham
17193,tt0094813,Bulletproof
17194,tt0094816,Burning Secret
17195,tt0094819,Buster
17196,tt0094822,Baton Rouge
17197,tt0094824,Caddyshack II
17198,tt0094826,The Caine Mutiny Court-Martial
17199,tt0094827,Call Me
17200,tt0094833,Os Canibais
17201,tt0094834,Cannibal Women in the Avocado Jungle of Death
17202,tt0094839,Caruso Pascoski di padre polacco
17203,tt0094841,The House of Smiles
17204,tt0094843,Casablanca Express
17205,tt0094846,Casual Sex?
17206,tt0094847,The Cat Came Back
17207,tt0094849,Celia
17208,tt0094852,Fractured Follies
17209,tt0094860,The Church
17210,tt0094862,Child's Play
17211,tt0094878,Cienie
17212,tt0094882,Clara's Heart
17213,tt0094884,Clean and Sober
17214,tt0094886,Clownhouse
17215,tt0094888,Cobra Verde
17216,tt0094889,Cocktail
17217,tt0094890,Cocoon: The Return
17218,tt0094894,Colors
17219,tt0094897,Comic Book Confidential
17220,tt0094898,Coming to America
17221,tt0094899,The Commander
17222,tt0094900,Committed
17223,tt0094901,Compagni di scuola
17224,tt0094908,Cool Blue
17225,tt0094910,The Couch Trip
17226,tt0094916,Crash Course
17227,tt0094918,Crime Zone
17228,tt0094919,Critters 2
17229,tt0094921,Crossing Delancey
17230,tt0094923,Crusoe
17231,tt0094924,A Cry in the Dark
17232,tt0094932,Love Rites
17233,tt0094933,D.O.A.
17234,tt0094935,The Diary of a Big Man
17235,tt0094939,Daffy Duck's Quackbusters
17236,tt0094941,Dance 'Til Dawn
17237,tt0094946,Dangerous Curves
17238,tt0094947,Dangerous Liaisons
17239,tt0094949,Dark Bar
17240,tt0094957,Day of the Panther
17241,tt0094961,Dead Heat
17242,tt0094962,The Dead Next Door
17243,tt0094963,The Dead Pool
17244,tt0094964,Dead Ringers
17245,tt0094969,Deadly Dreams
17246,tt0094972,Deadly Stranger
17247,tt0094979,The Deceivers
17248,tt0094980,The Decline of Western Civilization Part II: The Metal Years
17249,tt0094997,Demonia
17250,tt0094998,Demonwarp
17251,tt0095012,The Devil
17252,tt0095016,Die Hard
17253,tt0095022,The Dirty Dozen: The Fatal Mission
17254,tt0095031,Dirty Rotten Scoundrels
17255,tt0095032,Disaster at Silo 7
17256,tt0095036,Distant Thunder
17257,tt0095037,"Distant Voices, Still Lives"
17258,tt0095040,Days of Eclipse
17259,tt0095050,Dominick and Eugene
17260,tt0095051,Don Bosco
17261,tt0095053,El Dorado
17262,tt0095055,Dorogaya Yelena Sergeevna
17263,tt0095060,Dr. Alien
17264,tt0095063,Dream Demon
17265,tt0095082,Eight Men Out
17266,tt0095088,Elvira: Mistress of the Dark
17267,tt0095089,Elvis and Me
17268,tt0095094,Emmanuelle 6
17269,tt0095097,Once More
17270,tt0095098,Encounter at Raven's Gate
17271,tt0095107,Ernest Saves Christmas
17272,tt0095119,Everybody's All-American
17273,tt0095125,Faceless
17274,tt0095132,Il fantasma di Sodoma
17275,tt0095134,Fantozzi Retires
17276,tt0095145,Feds
17277,tt0095150,Il frullo del passero
17278,tt0095159,A Fish Called Wanda
17279,tt0095167,Fontan
17280,tt0095169,For Keeps?
17281,tt0095173,Frankenstein General Hospital
17282,tt0095174,Frantic
17283,tt0095175,I frati rossi
17284,tt0095177,Freeway
17285,tt0095178,Fresh Horses
17286,tt0095179,Friday the 13th Part VII: The New Blood
17287,tt0095183,The Fruit Machine
17288,tt0095186,Full Moon in Blue Water
17289,tt0095188,Funny Farm
17290,tt0095215,Ghost Town
17291,tt0095217,Ghosts... of the Civil Dead
17292,tt0095238,The Good Mother
17293,tt0095241,Gor
17294,tt0095243,Gorillas in the Mist
17295,tt0095244,Zerograd
17296,tt0095250,The Big Blue
17297,tt0095253,The Great Outdoors
17298,tt0095256,Grotesque
17299,tt0095262,Mobile Suit Gundam: Char's Counterattack
17300,tt0095271,Halloween 4: The Return of Michael Myers
17301,tt0095274,A Handful of Dust
17302,tt0095276,Hanussen
17303,tt0095286,Heart of Midnight
17304,tt0095288,Heartbreak Hotel
17305,tt0095289,Heavy Petting
17306,tt0095294,Hellbound: Hellraiser II
17307,tt0095295,Autumn Milk
17308,tt0095296,Hero and the Terror
17309,tt0095298,Hidden City
17310,tt0095299,Hide and Go Shriek
17311,tt0095302,High Hopes
17312,tt0095304,High Spirits
17313,tt0095312,Hollywood Chainsaw Hookers
17314,tt0095316,Homeboy
17315,tt0095325,Hot Splash
17316,tt0095326,Hot to Trot
17317,tt0095327,Grave of the Fireflies
17318,tt0095330,The Hound of the Baskervilles
17319,tt0095333,The House on Carroll Street
17320,tt0095334,Howling IV: The Original Nightmare
17321,tt0095341,Hôtel Terminus
17322,tt0095344,I Saw What You Did
17323,tt0095348,I'm Gonna Git You Sucka
17324,tt0095357,Illegally Yours
17325,tt0095360,Imagine: John Lennon
17326,tt0095362,The In Crowd
17327,tt0095366,In the Line of Duty: The F.B.I. Murders
17328,tt0095368,The Incredible Hulk Returns
17329,tt0095379,Intruder
17330,tt0095381,The Invisible Kid
17331,tt0095382,Iron Eagle II
17332,tt0095384,It Takes Two
17333,tt0095385,It's Impossible to Learn to Plow by Reading Books
17334,tt0095386,Itinéraire d'un enfant gâté
17335,tt0095389,Jack's Back
17336,tt0095396,Chicken and Duck Talk
17337,tt0095403,Police Story 2
17338,tt0095406,Joan of Arc of Mongolia
17339,tt0095408,"John Huston: The Man, the Movies, the Maverick"
17340,tt0095409,Johnny Be Good
17341,tt0095415,Judgement in Berlin
17342,tt0095422,Jesus Christ's Horoscope
17343,tt0095428,Kansas
17344,tt0095433,Ha-Kayitz Shel Aviya
17345,tt0095441,The Cold Summer of 1953
17346,tt0095444,Killer Klowns from Outer Space
17347,tt0095452,King Size
17348,tt0095467,A Short Film About Love
17349,tt0095468,A Short Film About Killing
17350,tt0095473,The Moonlight Sonata
17351,tt0095475,Damnation
17352,tt0095483,Lady Terminator
17353,tt0095484,Lady in White
17354,tt0095488,The Lair of the White Worm
17355,tt0095489,The Land Before Time
17356,tt0095497,The Last Temptation of Christ
17357,tt0095502,Laura Lansing Slept Here
17358,tt0095511,La lectrice
17359,tt0095512,Legend of the Galactic Heroes: My Conquest Is the Sea of Stars
17360,tt0095515,Let's Get Lost
17361,tt0095519,License to Drive
17362,tt0095525,Gandahar
17363,tt0095530,Little Dorrit
17364,tt0095532,Little Nikita
17365,tt0095542,Dragon Fight
17366,tt0095545,Looking for Langston
17367,tt0095556,Lucky Stiff
17368,tt0095560,Mac and Me
17369,tt0095564,Madame Sousatzka
17370,tt0095565,Made in U.S.A.
17371,tt0095574,Little Vera
17372,tt0095583,Maniac Cop
17373,tt0095590,Mariya
17374,tt0095593,Married to the Mob
17375,tt0095597,A Taxing Woman's Return
17376,tt0095598,La maschera
17377,tt0095599,Masquerade
17378,tt0095606,The Music Teacher
17379,tt0095607,Medea
17380,tt0095613,Memories of Me
17381,tt0095618,Meng guo jie
17382,tt0095622,Menya zovut Arlekino
17383,tt0095626,Messenger of Death
17384,tt0095629,Midnight Crossing
17385,tt0095631,Midnight Run
17386,tt0095638,The Milagro Beanfield War
17387,tt0095640,Miles from Home
17388,tt0095645,Miss Right
17389,tt0095647,Mississippi Burning
17390,tt0095649,The Moderns
17391,tt0095652,Monkey Shines
17392,tt0095654,Moon Over Parador
17393,tt0095655,Moonwalker
17394,tt0095657,The Moromete Family
17395,tt0095662,Moving
17396,tt0095663,Moving Target
17397,tt0095665,Mr. North
17398,tt0095675,Women on the Verge of a Nervous Breakdown
17399,tt0095683,Manly Games
17400,tt0095684,My Best Friend Is a Vampire
17401,tt0095687,My Stepmother Is an Alien
17402,tt0095690,Mystic Pizza
17403,tt0095705,The Naked Gun: From the Files of Police Squad!
17404,tt0095709,The Navigator: A Medieval Odyssey
17405,tt0095718,Ya bon les blancs
17406,tt0095726,A New Life
17407,tt0095728,The Spider Labyrinth
17408,tt0095729,The Tribulations of Balthazar Kober
17409,tt0095730,The Night Before
17410,tt0095736,A Night in the Life of Jimmy Reardon
17411,tt0095738,Nightfall
17412,tt0095740,Nightmare Beach
17413,tt0095742,A Nightmare on Elm Street 4: The Dream Master
17414,tt0095756,Not of This Earth
17415,tt0095759,The Bengali Night
17416,tt0095764,Lumberjacking
17417,tt0095765,Cinema Paradiso
17418,tt0095773,L'oeuvre au noir
17419,tt0095774,Off Limits
17420,tt0095776,Oliver & Company
17421,tt0095788,The Eye Above the Well
17422,tt0095799,Otto - Der Neue Film
17423,tt0095800,The Bear
17424,tt0095801,Bagdad Cafe
17425,tt0095802,Out of Time
17426,tt0095803,Out of the Dark
17427,tt0095806,The Outside Chance of Maximilian Glick
17428,tt0095812,Paganini Horror
17429,tt0095823,Paris by Night
17430,tt0095827,Pascali's Island
17431,tt0095832,Pass the Ammo
17432,tt0095835,Patti Rocks
17433,tt0095836,Patty Hearst
17434,tt0095839,Three Sisters
17435,tt0095853,Permanent Record
17436,tt0095854,Perry Mason: The Case of the Avenging Ace
17437,tt0095855,Perry Mason: The Case of the Lady in the Lake
17438,tt0095857,Pestonjee
17439,tt0095861,The Doublecross
17440,tt0095863,Phantasm II
17441,tt0095866,I picari
17442,tt0095867,Picasso Trigger
17443,tt0095869,Il piccolo diavolo
17444,tt0095871,Pin
17445,tt0095875,Plain Clothes
17446,tt0095877,Platoon Leader
17447,tt0095880,Pohjanmaa
17448,tt0095882,Police Academy 5: Assignment: Miami Beach
17449,tt0095889,Poltergeist III
17450,tt0095895,Powaqqatsi
17451,tt0095897,The Presidio
17452,tt0095900,Prime Evil
17453,tt0095904,Prison
17454,tt0095916,Promised Land
17455,tt0095920,Summer Temptations
17456,tt0095922,Psycho Cop
17457,tt0095924,Pulse
17458,tt0095925,Pumpkinhead
17459,tt0095927,Punchline
17460,tt0095941,Touch of Death
17461,tt0095942,Rat Man
17462,tt0095952,Dial: Help
17463,tt0095953,Rain Man
17464,tt0095956,Rambo III
17465,tt0095958,Rampage
17466,tt0095959,A Father's Revenge
17467,tt0095963,Red Heat
17468,tt0095967,Directed by Andrei Tarkovsky
17469,tt0095968,Rehearsals for Extinct Anatomies
17470,tt0095975,They Call Me Renegade
17471,tt0095977,Rent-a-Cop
17472,tt0095981,The Rescue
17473,tt0095985,Return from the River Kwai
17474,tt0095987,The Return of Bruno
17475,tt0095989,Return of the Killer Tomatoes!
17476,tt0095990,Return of the Living Dead II
17477,tt0095993,Return to Snowy River
17478,tt0096000,Robowar - Robot da guerra
17479,tt0096003,Rocket Gibraltar
17480,tt0096009,Roots: The Gift
17481,tt0096018,Running on Empty
17482,tt0096022,SOS
17483,tt0096024,Sagolandet
17484,tt0096028,Hello Bombay!
17485,tt0096029,Salome's Last Dance
17486,tt0096030,Salsa
17487,tt0096037,Satisfaction
17488,tt0096046,Scarecrows
17489,tt0096054,School Daze
17490,tt0096056,Crime and Punishment
17491,tt0096060,Screwball Hotel
17492,tt0096061,Scrooged
17493,tt0096071,The Serpent and the Rainbow
17494,tt0096073,The Seventh Sign
17495,tt0096084,Shadows in the Storm
17496,tt0096087,Shakedown
17497,tt0096094,She's Having a Baby
17498,tt0096098,Shoot to Kill
17499,tt0096101,Short Circuit 2
17500,tt0096114,The Sisterhood
17501,tt0096118,Sleepaway Camp II: Unhappy Campers
17502,tt0096119,Sleepaway Camp III: Teenage Wasteland
17503,tt0096125,Snack Bar Budapest
17504,tt0096126,Heart of a Dog
17505,tt0096131,A Soldier's Tale
17506,tt0096142,Sorority Babes in the Slimeball Bowl-O-Rama
17507,tt0096149,Space Mutiny
17508,tt0096153,Spellcaster
